time_ns,rmsd_peptide_nm,rmsd_ache_nm,rmsd_complex_nm
56.7600,0.224288,0.177048,0.179924
56.7800,0.244622,0.193042,0.195795
56.8000,0.246409,0.192105,0.194634
56.8200,0.257675,0.189277,0.192207
56.8400,0.221997,0.196491,0.198632
56.8600,0.245428,0.195133,0.197838
56.8800,0.234745,0.198008,0.200832
56.9000,0.237254,0.197877,0.200086
56.9200,0.255562,0.197877,0.200086
56.9400,0.246878,0.183180,0.190487
57.0000,0.264767,0.198518,0.201088
57.0200,0.216530,0.196339,0.197616
57.0400,0.228865,0.194314,0.196628
57.0800,0.221301,0.188685,0.190154
57.1000,0.259942,0.188685,0.190154
57.1200,0.258294,0.204101,0.206035
57.1800,0.283994,0.190743,0.203397
57.2200,0.261801,0.204219,0.206209
57.2400,0.282682,0.204219,0.206209
57.2600,0.258716,0.195014,0.197384
57.2800,0.276597,0.195014,0.197384
57.3000,0.264784,0.189977,0.192591
57.3400,0.285059,0.188700,0.191829
57.3600,0.258416,0.198271,0.199874
57.3800,0.260190,0.198271,0.199874
57.4000,0.256547,0.183087,0.185765
57.4200,0.258474,0.188207,0.190354
57.4400,0.259528,0.186895,0.188630
57.4800,0.274939,0.191608,0.193909
57.5000,0.257484,0.184900,0.186822
57.5400,0.299757,0.184845,0.187833
57.5800,0.251223,0.190584,0.191952
57.6200,0.276413,0.191420,0.192816
57.6400,0.274854,0.188801,0.190989
57.6800,0.264299,0.193842,0.195355
57.7000,0.287533,0.184276,0.187237
57.7200,0.276060,0.204677,0.206530
57.7600,0.240378,0.198720,0.200402
57.7800,0.255123,0.187152,0.188895
57.8200,0.195879,0.190316,0.189421
57.8600,0.257612,0.189471,0.192766
57.9000,0.240240,0.193351,0.194256
57.9200,0.257307,0.188689,0.190133
57.9400,0.249717,0.188689,0.190133
57.9800,0.235894,0.201209,0.201981
58.0000,0.247414,0.197439,0.201284
58.0200,0.237530,0.197439,0.201284
58.0800,0.258980,0.198072,0.199227
58.1000,0.244376,0.185570,0.187102
58.1200,0.254757,0.185570,0.187102
58.1400,0.239431,0.189667,0.190824
58.1600,0.259909,0.181528,0.183271
58.1800,0.250074,0.181528,0.183271
58.2200,0.233245,0.190268,0.191673
58.2600,0.248710,0.190052,0.189814
58.2800,0.247949,0.188445,0.189814
58.3200,0.256427,0.180750,0.182381
58.3400,0.253462,0.180750,0.182381
58.3600,0.243950,0.188740,0.190236
58.4400,0.269436,0.183807,0.185600
58.4800,0.256315,0.196301,0.197486
58.5000,0.254589,0.185435,0.186785
58.5400,0.245985,0.190570,0.191803
58.5600,0.245331,0.192899,0.194048
58.5800,0.247639,0.191676,0.192902
58.6000,0.231640,0.180208,0.181409
58.6200,0.246802,0.190393,0.191612
58.6400,0.228117,0.184784,0.185891
58.6600,0.239709,0.193729,0.194925
58.7000,0.255379,0.193729,0.194925
58.7200,0.242725,0.185264,0.186420
58.7400,0.270573,0.188796,0.190883
58.7600,0.249218,0.188796,0.190883
58.8000,0.271779,0.195884,0.198123
58.8200,0.254145,0.192882,0.194625
58.8400,0.282051,0.179872,0.182455
58.8600,0.274547,0.179872,0.182455
58.9000,0.263625,0.179872,0.183462
58.9200,0.272674,0.198882,0.183462
58.9400,0.264427,0.198882,0.200584
58.9600,0.269543,0.198882,0.200584
59.0200,0.291807,0.187339,0.190296
59.0600,0.278618,0.190753,0.193041
59.0800,0.282805,0.182490,0.185730
59.1000,0.272652,0.182490,0.185730
59.1600,0.290873,0.182417,0.185282
59.2000,0.253492,0.197478,0.199887
59.2200,0.266960,0.191639,0.194532
59.2400,0.256017,0.185224,0.188094
59.2800,0.288820,0.185912,0.189038
59.3000,0.268538,0.188497,0.190567
59.3200,0.277943,0.188497,0.190567
59.3400,0.273253,0.200189,0.202609
59.3600,0.276544,0.200189,0.202609
59.3800,0.254029,0.187090,0.189349
59.4000,0.282657,0.187090,0.189349
59.4200,0.280733,0.201034,0.203951
59.4600,0.275024,0.183665,0.186857
59.4800,0.274710,0.184552,0.187227
59.5000,0.264200,0.184552,0.187227
59.5200,0.265428,0.189519,0.192678
59.5600,0.284780,0.189336,0.192565
59.5800,0.295091,0.177440,0.181461
59.6600,0.258892,0.185345,0.188056
59.6800,0.283627,0.194767,0.197965
59.7000,0.278196,0.189449,0.192476
59.7200,0.269844,0.186876,0.190202
59.7600,0.285325,0.193987,0.197329
59.8000,0.265938,0.187095,0.189551
59.8200,0.276002,0.200215,0.203711
59.8400,0.273544,0.200215,0.203711
59.8600,0.258956,0.200215,0.203711
59.8800,0.273001,0.170497,0.174609
59.9000,0.265636,0.170497,0.174609
59.9400,0.256768,0.176832,0.180600
59.9800,0.269768,0.176126,0.180020
60.0000,0.272527,0.180762,0.180020
60.0200,0.257543,0.180762,0.185282
60.0800,0.283430,0.180956,0.185282
60.1000,0.273766,0.175942,0.180007
60.1600,0.307535,0.174235,0.178427
60.2200,0.274948,0.188137,0.191329
60.2400,0.291044,0.173685,0.177696
60.2600,0.270953,0.175225,0.178874
60.2800,0.279565,0.170610,0.174624
60.3000,0.272725,0.178849,0.181924
60.3200,0.281888,0.173064,0.176303
60.3400,0.269532,0.184074,0.186925
60.3600,0.272625,0.182475,0.185721
60.3800,0.301771,0.171569,0.175382
60.4000,0.295418,0.188601,0.191643
60.4200,0.289730,0.184823,0.188238
60.4800,0.301594,0.165665,0.169276
60.5400,0.270224,0.187449,0.190006
60.5600,0.284071,0.187449,0.190006
60.5800,0.273077,0.170940,0.174187
60.6000,0.274661,0.170940,0.174187
60.6200,0.276454,0.170940,0.174187
60.6400,0.297423,0.170940,0.174187
60.6600,0.286553,0.183157,0.186506
60.6800,0.286573,0.183157,0.186506
60.7000,0.251750,0.176517,0.180546
60.7200,0.268381,0.178434,0.181378
60.7400,0.275280,0.178434,0.181378
60.7600,0.267594,0.189853,0.181378
60.7800,0.276067,0.189853,0.198116
60.8200,0.311308,0.193689,0.198116
60.8600,0.285959,0.177915,0.182348
60.8800,0.282497,0.177915,0.182348
60.9000,0.273317,0.177915,0.182348
60.9200,0.278457,0.173551,0.178378
60.9400,0.309247,0.173551,0.178378
60.9600,0.300250,0.186724,0.190819
61.0000,0.271441,0.168560,0.172906
61.0600,0.289224,0.173046,0.177285
61.0800,0.269392,0.167452,0.171472
61.1200,0.302341,0.172933,0.176773
61.1400,0.285031,0.172933,0.176773
61.1600,0.300403,0.172933,0.187999
61.1800,0.279164,0.184478,0.187886
61.2000,0.293431,0.182597,0.185723
61.2200,0.287914,0.184734,0.188534
61.2400,0.287574,0.178791,0.182601
61.2600,0.280526,0.178791,0.186092
61.2800,0.289449,0.185173,0.188321
61.3000,0.280996,0.185173,0.188321
61.3200,0.292126,0.167280,0.171290
61.3400,0.272430,0.167280,0.171290
61.3600,0.276106,0.177715,0.181720
61.4000,0.292449,0.174435,0.178314
61.4200,0.287007,0.174435,0.178314
61.4600,0.302008,0.199223,0.202425
61.4800,0.280956,0.199193,0.201827
61.5000,0.298374,0.187884,0.191608
61.5400,0.274083,0.195304,0.197960
61.5600,0.284065,0.177476,0.180307
61.5800,0.275054,0.177476,0.180307
61.6400,0.293573,0.205071,0.207854
61.6600,0.274481,0.205071,0.207854
61.6800,0.288157,0.175431,0.179287
61.7000,0.286634,0.175431,0.179287
61.7200,0.282776,0.179377,0.182289
61.7400,0.264214,0.179377,0.182289
61.7800,0.286201,0.192296,0.195386
61.8000,0.271456,0.184920,0.187454
61.8600,0.292587,0.183781,0.194207
61.8800,0.293153,0.184092,0.186815
61.9000,0.271898,0.195936,0.198297
61.9200,0.293151,0.187036,0.190303
61.9400,0.274075,0.192870,0.195695
61.9600,0.287364,0.182538,0.185698
61.9800,0.282569,0.196117,0.198324
62.0200,0.276804,0.182381,0.185413
62.0800,0.288898,0.183576,0.186715
62.1000,0.284287,0.191096,0.193676
62.1400,0.256793,0.176162,0.179093
62.2000,0.294800,0.178481,0.181568
62.2400,0.286455,0.183722,0.186866
62.2600,0.286008,0.174658,0.177829
62.3000,0.279917,0.194128,0.197118
62.3200,0.263543,0.194128,0.197118
62.3400,0.291989,0.180393,0.183979
62.3600,0.275343,0.181020,0.183979
62.3800,0.283279,0.182691,0.185817
62.4000,0.270053,0.196227,0.198162
62.4200,0.289158,0.175501,0.178811
62.4400,0.276417,0.175501,0.178811
62.4600,0.294805,0.190551,0.193329
62.4800,0.287309,0.178938,0.182340
62.5000,0.292913,0.185717,0.188802
62.5400,0.282040,0.189647,0.192553
62.5600,0.299264,0.183311,0.186703
62.5800,0.276325,0.183311,0.186703
62.6000,0.287735,0.188204,0.191256
62.6400,0.271752,0.183201,0.185884
62.6600,0.291950,0.185095,0.187870
62.6800,0.288652,0.198887,0.202021
62.7000,0.294318,0.193803,0.196768
62.7600,0.276166,0.194833,0.193091
62.7800,0.277266,0.194833,0.197987
62.8000,0.298756,0.179921,0.183440
62.8200,0.289297,0.179921,0.183440
62.8400,0.277600,0.185392,0.188991
62.8600,0.281719,0.184760,0.188112
62.8800,0.282154,0.175964,0.179722
62.9000,0.279119,0.177687,0.180856
62.9200,0.297810,0.178307,0.182196
62.9400,0.265064,0.177737,0.181159
62.9600,0.287210,0.172193,0.176666
62.9800,0.282178,0.174430,0.178150
63.0000,0.266748,0.176563,0.180415
63.0200,0.275164,0.172521,0.176405
63.0400,0.275892,0.172521,0.176405
63.0800,0.287618,0.176592,0.179314
63.1200,0.276223,0.193604,0.195649
63.2000,0.292668,0.163928,0.167554
63.2200,0.293242,0.169521,0.172562
63.2800,0.279843,0.184798,0.187710
63.3000,0.301120,0.175523,0.179054
63.3200,0.298095,0.181701,0.185198
63.3400,0.282264,0.175592,0.178333
63.3600,0.300414,0.179149,0.178333
63.3800,0.294196,0.182272,0.185695
63.4000,0.297819,0.179036,0.182726
63.4200,0.288670,0.193523,0.196137
63.4400,0.297863,0.186813,0.189497
63.4800,0.275216,0.171239,0.175481
63.5000,0.296613,0.171239,0.175481
63.5200,0.291891,0.190005,0.192959
63.5400,0.291607,0.190005,0.192959
63.5600,0.268190,0.182124,0.184492
63.5800,0.275816,0.190417,0.193019
63.6000,0.268067,0.177579,0.180176
63.6200,0.273792,0.179558,0.182630
63.6400,0.294388,0.179558,0.182630
63.6600,0.288483,0.191115,0.193866
63.7000,0.279694,0.191115,0.193866
63.7200,0.296094,0.166975,0.170377
63.7400,0.290726,0.166975,0.170377
63.7600,0.290930,0.166975,0.170377
63.7800,0.293012,0.167408,0.170532
63.8200,0.274720,0.175725,0.178972
63.8400,0.286574,0.176940,0.180178
63.8600,0.283370,0.173651,0.177309
63.8800,0.274202,0.176047,0.179377
63.9000,0.304263,0.169393,0.173666
63.9200,0.298152,0.178967,0.182537
63.9800,0.278238,0.171128,0.174912
64.0200,0.286282,0.180823,0.184451
64.0600,0.272036,0.173218,0.175815
64.1200,0.293628,0.185092,0.187746
64.1400,0.277380,0.185092,0.187746
64.1600,0.301623,0.185092,0.187746
64.2200,0.254342,0.180860,0.183399
64.2400,0.282007,0.178506,0.181764
64.2600,0.274279,0.176111,0.179558
64.2800,0.292033,0.176111,0.179558
64.3000,0.282793,0.189966,0.192794
64.3200,0.291585,0.189966,0.192794
64.3400,0.259584,0.177144,0.179994
64.4000,0.294485,0.180973,0.183928
64.4200,0.274453,0.173457,0.176783
64.4400,0.297007,0.173457,0.176783
64.4600,0.283734,0.178982,0.181909
64.4800,0.281294,0.175982,0.179111
64.5000,0.270990,0.176664,0.179553
64.5200,0.278712,0.164371,0.167908
64.5400,0.274795,0.175086,0.178016
64.5800,0.272775,0.174500,0.177862
64.6000,0.295449,0.165359,0.169519
64.6400,0.268457,0.170234,0.173384
64.7000,0.298274,0.168124,0.171710
64.7200,0.274636,0.176623,0.179150
64.7400,0.277625,0.176623,0.179150
64.7600,0.285806,0.174886,0.177641
64.7800,0.283430,0.178844,0.182082
64.8200,0.275473,0.165697,0.168917
64.8400,0.293795,0.176975,0.179892
64.8600,0.285520,0.174052,0.176917
64.8800,0.275742,0.173480,0.176917
64.9200,0.302568,0.164245,0.167508
64.9600,0.283126,0.161743,0.165159
64.9800,0.281047,0.167903,0.170745
65.0000,0.267023,0.172436,0.175409
65.0200,0.285287,0.172436,0.175409
65.0400,0.280245,0.152321,0.156209
65.0600,0.289371,0.152321,0.156209
65.0800,0.280305,0.152321,0.158829
65.1000,0.280747,0.163444,0.166046
65.1200,0.290944,0.153830,0.156726
65.1400,0.267779,0.153830,0.156726
65.1600,0.287219,0.162712,0.165908
65.1800,0.259577,0.159858,0.162565
65.2000,0.267969,0.159858,0.162565
65.2400,0.284536,0.165042,0.167692
65.2600,0.274853,0.173864,0.176721
65.2800,0.285128,0.173864,0.176721
65.3000,0.278998,0.173864,0.176721
65.3400,0.260265,0.167535,0.170380
65.4000,0.297181,0.180135,0.183168
65.4200,0.292923,0.172203,0.175576
65.4600,0.259237,0.169109,0.171652
65.4800,0.269518,0.172958,0.175925
65.5000,0.269854,0.183001,0.185097
65.5200,0.289719,0.180316,0.183379
65.5400,0.288373,0.180562,0.183365
65.5600,0.267675,0.170612,0.173521
65.5800,0.285002,0.180598,0.183915
65.6000,0.271640,0.180598,0.183915
65.6200,0.295285,0.166042,0.169988
65.6400,0.281382,0.178597,0.180868
65.7000,0.255743,0.174361,0.176688
65.7400,0.271994,0.171903,0.174738
65.7600,0.267775,0.181850,0.184136
65.7800,0.270514,0.185555,0.188251
65.8000,0.264751,0.185222,0.188205
65.8400,0.285608,0.174420,0.178322
65.8600,0.259086,0.192601,0.195040
65.8800,0.260781,0.171338,0.174506
65.9200,0.248925,0.167799,0.170885
65.9400,0.259781,0.170252,0.173817
65.9600,0.255843,0.170252,0.173817
66.0000,0.266832,0.168749,0.172123
66.0200,0.266739,0.183684,0.186855
66.0400,0.261827,0.183684,0.186855
66.0600,0.239686,0.180333,0.182908
66.0800,0.249708,0.189321,0.192514
66.1000,0.259397,0.189321,0.192514
66.1400,0.243115,0.176304,0.179534
66.1600,0.241945,0.183581,0.186901
66.1800,0.260875,0.177309,0.180418
66.2000,0.251487,0.177309,0.180418
66.2200,0.241598,0.177942,0.180414
66.2600,0.261269,0.194147,0.196453
66.3000,0.248188,0.202601,0.209900
66.4200,0.278936,0.202834,0.204919
66.4600,0.290260,0.191314,0.194233
66.4800,0.283312,0.183599,0.187069
66.5000,0.258852,0.186649,0.189886
66.5200,0.282796,0.186649,0.189886
66.5400,0.256449,0.196888,0.199843
66.5600,0.276360,0.196888,0.199843
66.5800,0.275937,0.176632,0.180150
66.6000,0.282512,0.176632,0.180150
66.6200,0.273909,0.186811,0.190045
66.6400,0.281369,0.185107,0.188256
66.6600,0.273038,0.185107,0.188256
66.6800,0.293542,0.169076,0.173240
66.7000,0.292069,0.169076,0.173240
66.7200,0.276517,0.169076,0.173240
66.7600,0.298642,0.174646,0.178658
66.7800,0.291669,0.174646,0.178658
66.8000,0.272624,0.191408,0.194942
66.8200,0.286540,0.187849,0.191190
66.8400,0.277878,0.193578,0.196811
66.8800,0.283689,0.178251,0.181573
66.9000,0.280778,0.178251,0.181573
66.9200,0.287092,0.187142,0.190560
66.9400,0.270313,0.182535,0.185360
66.9600,0.279271,0.183362,0.186983
67.0200,0.274827,0.195668,0.198356
67.0400,0.282760,0.195668,0.198356
67.0600,0.254237,0.179948,0.183452
67.1000,0.284736,0.188933,0.192739
67.1400,0.285740,0.186051,0.189410
67.1600,0.291122,0.186051,0.197949
67.2200,0.268019,0.195087,0.197746
67.2400,0.283827,0.198116,0.201241
67.2600,0.281683,0.194127,0.198002
67.2800,0.283927,0.182448,0.185710
67.3200,0.263401,0.186333,0.189235
67.3400,0.275213,0.190530,0.193106
67.3600,0.258288,0.189974,0.192765
67.4200,0.276308,0.183310,0.186273
67.4400,0.262826,0.181274,0.186273
67.4600,0.291056,0.175482,0.179538
67.4800,0.290968,0.176114,0.180106
67.5200,0.272364,0.192775,0.196111
67.5400,0.277888,0.192775,0.196111
67.5600,0.279306,0.192775,0.196111
67.6000,0.273314,0.171821,0.175018
67.6200,0.266823,0.197608,0.200848
67.6400,0.283845,0.197608,0.200848
67.6600,0.264478,0.193491,0.195907
67.6800,0.265253,0.193491,0.194757
67.7200,0.281887,0.203543,0.207285
67.7400,0.276467,0.203430,0.207285
67.7600,0.295268,0.203430,0.207285
67.7800,0.288826,0.182771,0.187193
67.8200,0.298133,0.182771,0.187193
67.8400,0.285190,0.182771,0.187193
67.8600,0.287054,0.193337,0.196730
67.9000,0.275869,0.197857,0.200842
67.9400,0.290636,0.186117,0.191715
67.9800,0.269000,0.181588,0.184882
68.0000,0.277958,0.192378,0.195791
68.0200,0.280334,0.181113,0.184454
68.0400,0.261078,0.186809,0.190305
68.0600,0.270219,0.185500,0.188914
68.0800,0.290154,0.199086,0.202962
68.1000,0.289232,0.192031,0.195985
68.1200,0.272725,0.204721,0.207998
68.1800,0.301149,0.192716,0.195772
68.2000,0.291975,0.215221,0.218671
68.2200,0.300164,0.215221,0.218671
68.2400,0.276279,0.189821,0.192768
68.2600,0.282630,0.189821,0.192768
68.2800,0.281260,0.187011,0.190481
68.3200,0.287090,0.180779,0.184184
68.3400,0.294890,0.184227,0.187725
68.3800,0.287345,0.194291,0.197203
68.4000,0.286466,0.190136,0.193831
68.4200,0.290110,0.198167,0.200339
68.4800,0.274832,0.180944,0.191565
68.5000,0.275193,0.180944,0.194615
68.5200,0.283655,0.180944,0.183921
68.5400,0.278488,0.202787,0.205655
68.5600,0.267623,0.202787,0.205655
68.5800,0.271707,0.201987,0.204915
68.6200,0.284883,0.204202,0.207312
68.6600,0.277113,0.181977,0.185717
68.6800,0.289644,0.181977,0.185717
68.7400,0.272289,0.195973,0.198828
68.7600,0.278297,0.193416,0.196238
68.7800,0.271711,0.183171,0.186678
68.8000,0.273046,0.189173,0.192149
68.8200,0.278450,0.184497,0.187876
68.8400,0.277378,0.192996,0.195672
68.8600,0.277194,0.179272,0.182343
68.9000,0.286742,0.187470,0.191060
68.9200,0.268928,0.179075,0.181974
68.9400,0.284208,0.179075,0.181974
68.9600,0.266117,0.201829,0.204808
68.9800,0.281843,0.201829,0.204808
69.0000,0.275372,0.201829,0.204808
69.0400,0.266751,0.174828,0.185149
69.0600,0.245345,0.174828,0.185149
69.0800,0.283512,0.174828,0.185928
69.1000,0.263556,0.174828,0.177916
69.1200,0.264722,0.176286,0.179251
69.1400,0.287640,0.182210,0.185906
69.1600,0.276835,0.182210,0.185906
69.2000,0.288893,0.180260,0.182511
69.2200,0.246207,0.180260,0.182511
69.2400,0.268325,0.177394,0.180096
69.2800,0.278121,0.174540,0.177301
69.3000,0.269818,0.174540,0.177301
69.3200,0.279239,0.179599,0.182351
69.3400,0.267613,0.179599,0.182351
69.3600,0.283117,0.185739,0.189135
69.4200,0.263879,0.176184,0.179067
69.4400,0.290576,0.176184,0.179271
69.4600,0.263268,0.191132,0.193558
69.4800,0.277224,0.176723,0.179840
69.5000,0.269671,0.177892,0.180105
69.5200,0.270063,0.174088,0.176885
69.5400,0.272813,0.174088,0.176885
69.5600,0.263994,0.188451,0.190664
69.5800,0.272687,0.179913,0.183109
69.6000,0.268222,0.201946,0.188519
69.6200,0.262510,0.201946,0.203759
69.7000,0.286965,0.194851,0.197560
69.7200,0.249172,0.182846,0.185274
69.7400,0.265478,0.193036,0.195286
69.7600,0.268411,0.191823,0.194056
69.7800,0.266936,0.191823,0.192305
69.8000,0.253606,0.182610,0.192305
69.8200,0.284028,0.182610,0.178619
69.8400,0.271417,0.176037,0.178619
69.8600,0.272476,0.190200,0.192329
69.8800,0.257971,0.190200,0.192329
69.9000,0.268307,0.190085,0.192320
69.9200,0.264614,0.182052,0.184699
69.9600,0.269072,0.187424,0.189948
70.0000,0.296668,0.181925,0.186025
70.0200,0.265777,0.196831,0.199379
70.0400,0.270561,0.189389,0.191740
70.0800,0.281643,0.189143,0.192171
70.1200,0.267843,0.183600,0.185845
70.1400,0.269555,0.203561,0.206452
70.1600,0.241407,0.181126,0.183433
70.1800,0.245616,0.181126,0.183433
70.2400,0.267910,0.198872,0.201222
70.2600,0.271286,0.186964,0.189311
70.2800,0.255689,0.192899,0.195141
70.3000,0.257241,0.203522,0.205392
70.3400,0.257795,0.192054,0.194369
70.3800,0.267787,0.197824,0.200608
70.4000,0.258383,0.188878,0.191061
70.4200,0.277616,0.192420,0.195304
70.4400,0.258512,0.187639,0.195304
70.4600,0.273397,0.190935,0.180147
70.4800,0.260544,0.177700,0.180147
70.5000,0.262410,0.179765,0.182131
70.5200,0.286042,0.188376,0.182131
70.5400,0.278018,0.188376,0.198819
70.5600,0.260876,0.196738,0.198819
70.5800,0.271113,0.193334,0.195972
70.6000,0.274935,0.193334,0.195972
70.6400,0.256352,0.186842,0.189145
70.6600,0.262697,0.208007,0.209578
70.6800,0.246332,0.208007,0.209578
70.7000,0.258625,0.188944,0.191049
70.7200,0.251262,0.188944,0.191049
70.7600,0.257669,0.198009,0.200219
70.7800,0.266061,0.188402,0.191304
70.8200,0.248480,0.199382,0.182784
70.8400,0.248621,0.180764,0.183283
70.9600,0.291377,0.200379,0.203458
71.0200,0.249892,0.207790,0.209871
71.0400,0.280110,0.185486,0.188731
71.0600,0.275446,0.189912,0.192642
71.0800,0.275344,0.197016,0.199238
71.1000,0.271707,0.194162,0.196667
71.1200,0.262077,0.196666,0.199280
71.1400,0.278224,0.184627,0.187597
71.1600,0.271803,0.184627,0.187597
71.1800,0.276390,0.193082,0.196699
71.2000,0.276168,0.192889,0.196017
71.2200,0.275110,0.191084,0.194517
71.2800,0.251055,0.181894,0.184934
71.3200,0.266496,0.190845,0.186417
71.3400,0.258658,0.190813,0.193735
71.3600,0.277121,0.182798,0.185727
71.3800,0.261177,0.183841,0.187477
71.4200,0.279630,0.182413,0.185675
71.4400,0.277085,0.194811,0.198592
71.4600,0.295814,0.194811,0.198592
71.4800,0.258308,0.182778,0.185952
71.5000,0.271057,0.182965,0.186620
71.5200,0.260325,0.190529,0.193046
71.5400,0.264723,0.189195,0.191970
71.5800,0.259152,0.190760,0.193403
71.6000,0.277143,0.174844,0.177790
71.6200,0.253079,0.174844,0.177790
71.6400,0.270629,0.189267,0.192028
71.6600,0.266616,0.181401,0.184833
71.6800,0.262339,0.181058,0.184301
71.7000,0.250023,0.184457,0.187572
71.7200,0.269613,0.177241,0.180761
71.7400,0.258718,0.177241,0.180761
71.8000,0.288088,0.190358,0.194116
71.8400,0.268981,0.190490,0.193947
71.8600,0.269919,0.194482,0.197631
71.8800,0.274121,0.181050,0.184748
71.9000,0.260863,0.182000,0.184991
71.9200,0.262554,0.184716,0.187788
71.9600,0.276321,0.169172,0.172537
72.0000,0.262842,0.170084,0.173525
72.0600,0.263039,0.183228,0.186731
72.0800,0.263845,0.187485,0.190632
72.1200,0.284066,0.190025,0.193015
72.1600,0.267235,0.182527,0.185700
72.1800,0.274786,0.182527,0.185700
72.2200,0.259265,0.188708,0.191293
72.2400,0.284355,0.201489,0.204499
72.2600,0.281404,0.194191,0.197783
72.2800,0.278939,0.193574,0.196461
72.3200,0.286045,0.184346,0.187267
72.3600,0.253566,0.185233,0.187883
72.3800,0.271704,0.187406,0.187883
72.4000,0.267987,0.187406,0.196499
72.4200,0.260265,0.207418,0.196499
72.4400,0.278671,0.207418,0.196499
72.4600,0.265247,0.207418,0.209443
72.4800,0.276718,0.207418,0.209443
72.5000,0.273283,0.183227,0.185451
72.5400,0.257859,0.180564,0.183022
72.6000,0.276361,0.194558,0.196985
72.6200,0.261677,0.180594,0.183324
72.6400,0.268187,0.180594,0.183324
72.6600,0.291121,0.188380,0.191828
72.6800,0.284031,0.182050,0.185179
72.7000,0.277603,0.187966,0.190708
72.7200,0.279045,0.185756,0.188504
72.7400,0.289556,0.181490,0.184714
72.8000,0.269354,0.180075,0.183239
72.8400,0.292988,0.212687,0.215525
72.8800,0.273314,0.195593,0.198182
72.9000,0.279027,0.212731,0.215199
72.9200,0.281455,0.201073,0.203718
72.9600,0.265888,0.212488,0.214758
72.9800,0.268984,0.212488,0.214758
73.0000,0.285204,0.212488,0.214758
73.0200,0.268632,0.185546,0.188715
73.0400,0.280891,0.185546,0.188715
73.0600,0.272515,0.185546,0.188715
73.0800,0.273307,0.208393,0.211240
73.1200,0.271802,0.194712,0.197631
73.1400,0.274810,0.198483,0.201248
73.1600,0.271044,0.198483,0.201248
73.1800,0.285132,0.177337,0.180431
73.2000,0.269790,0.177337,0.180431
73.2200,0.272109,0.177337,0.180431
73.2400,0.272964,0.194575,0.197439
73.2600,0.269368,0.194575,0.197370
73.2800,0.271976,0.188210,0.191373
73.3000,0.283839,0.210671,0.213178
73.3200,0.249655,0.189320,0.192455
73.3600,0.288345,0.193664,0.196844
73.3800,0.269318,0.179723,0.182806
73.4000,0.274553,0.196809,0.199675
73.4400,0.281586,0.183617,0.186612
73.4600,0.272500,0.183617,0.186612
73.4800,0.277579,0.183940,0.187031
73.5000,0.279642,0.182813,0.186038
73.5200,0.275367,0.182813,0.186038
73.5400,0.285009,0.195894,0.199419
73.5600,0.279123,0.195894,0.199419
73.6000,0.249408,0.202959,0.205219
73.6200,0.249963,0.191601,0.194412
73.6400,0.254849,0.194825,0.197442
73.6800,0.237457,0.177048,0.180379
73.7000,0.264366,0.177048,0.180379
73.7200,0.248541,0.177048,0.180379
73.7400,0.250542,0.191985,0.194459
73.7600,0.247414,0.191985,0.194459
73.8000,0.272471,0.192713,0.196729
73.8200,0.254088,0.182009,0.185387
73.8400,0.258328,0.183488,0.186560
73.8600,0.248713,0.207251,0.209462
73.8800,0.261542,0.174746,0.178407
73.9000,0.250826,0.178708,0.182462
73.9200,0.253122,0.178708,0.182462
73.9400,0.253131,0.192586,0.195756
73.9600,0.271108,0.180193,0.183560
73.9800,0.269353,0.193681,0.197127
74.0200,0.252575,0.168467,0.172593
74.0400,0.258039,0.168467,0.172593
74.0600,0.248674,0.168467,0.172593
74.1000,0.269139,0.197287,0.200423
74.1400,0.245897,0.197218,0.199412
74.1600,0.275728,0.204298,0.207613
74.1800,0.267052,0.192977,0.196719
74.2000,0.255750,0.203559,0.207607
74.2200,0.261013,0.194975,0.207607
74.2400,0.274736,0.195406,0.198653
74.2800,0.258203,0.191876,0.195036
74.3000,0.259241,0.197125,0.201180
74.3200,0.273660,0.197125,0.201180
74.3600,0.240401,0.202573,0.206373
74.3800,0.258355,0.199917,0.203699
74.4000,0.253528,0.213297,0.216102
74.4200,0.254230,0.213297,0.216102
74.4400,0.249047,0.198960,0.202536
74.4800,0.261241,0.203948,0.208259
74.5000,0.256873,0.194088,0.198836
74.5200,0.268709,0.204256,0.208842
74.5400,0.251363,0.200160,0.204691
74.6000,0.277172,0.189375,0.193657
74.6200,0.257534,0.191433,0.195250
74.6400,0.277115,0.185805,0.195250
74.6600,0.270385,0.186073,0.189655
74.7400,0.251703,0.189874,0.193094
74.7600,0.250162,0.196344,0.200001
74.7800,0.257529,0.185256,0.188523
74.8000,0.250657,0.185256,0.188523
74.8200,0.265553,0.185256,0.188523
74.8400,0.252277,0.204078,0.206869
74.8600,0.255523,0.204078,0.206869
74.8800,0.267219,0.191132,0.194441
74.9000,0.258317,0.196173,0.199639
74.9400,0.269337,0.188061,0.206938
74.9800,0.250512,0.187141,0.190700
75.0000,0.263691,0.187141,0.190979
75.0200,0.256488,0.187141,0.197171
75.0400,0.245244,0.203733,0.193251
75.0600,0.260896,0.203733,0.207296
75.0800,0.254076,0.196842,0.200186
75.1000,0.263680,0.199568,0.200186
75.1200,0.250912,0.199034,0.202485
75.1400,0.254098,0.188296,0.192068
75.1600,0.270497,0.197363,0.200728
75.1800,0.251756,0.181528,0.185615
75.2000,0.267041,0.181528,0.185615
75.2200,0.259954,0.203243,0.206680
75.2400,0.250570,0.187781,0.192437
75.2600,0.266429,0.187781,0.192437
